가수명,노래제목,발매일,가사,좋아요수,순위
이예준,넌 나의 20대였어,2014-06-10,처음으로 너를 소개받던 날 잘 되리라 생각 못 했는데 거짓말처럼 네 손을 잡게 돼버렸고 너에게 예뻐 보이려고 뒤꿈치 아픈 줄 모르고 늘 높은 굽만 신곤 했었지 나를 두고 군대 가기 전날 우리 참 많이 울었었는데 기다릴 거라고 떼를 쓰고 했었는데 2년이라는 긴 시간이 지금 와서 생각해보니 힘든 만큼 참 기억에 남네 참 어렸지만 막연했지만 뭐 그리도 행복했는지 늘 싸웠지만 또 아팠지만 뭐가 그리 좋았는지 사랑을 지나 이별을 지나 그 추억을 모아보니 너는 나의 20대였어 너는 어떠니 처음으로 네가 월급 받던 날 내게 선물한 하트 목걸이 너를 만날 때마다 늘 하고 다녔는데 어디선가 잃어버리고 미친 듯이 울고 울었어 그게 마치 너인 것 같아서 참 어렸지만 막연했지만 뭐 그리도 행복했는지 늘 싸웠지만 또 아팠지만 뭐가 그리 좋았는지 사랑을 지나 이별을 지나 그 추억을 모아보니 너는 나의 20대였어 나의 가장 예쁜 날에 너를 만나서 세상에서 가장 행복한 여자로 살게 해줘서 눈물 나게 고마워 너는 없지만 우린 없지만 내 가슴이 기억하니까 난 변했지만 달라졌지만 넌 아물지 않으니까 사랑만으로 사랑이 되던 그 시절을 돌아보니 너는 나의 20대였어 행복해야 해 행복해야 해 행복해야 해 ,11276,1521
산들,그대 한 사람 (낮에 뜨는 달 X 산들),2021-08-03,손을 뻗으면 닿을 수 있게 그대 내게 멀리 가지 마세요 누굴 찾고 있나요 그대만 기다리는 사람 여기에 여기 있는데 내가 지켜줄 사람 나만 바라볼 사람 저 달을 보며 매일 기도해요 날 사랑하는 오직 한 사람 사랑해요 그대 한 사람 사랑해요 그대 한 사람 내가 미칠 듯이 사랑했던 단 한 사람 하늘에서 비가 내리고 달이 뜨면 그대 올까요 내 모든 걸 다 가져간 한 사람 그댈 찾을 때까지 계속 걸어와 줘요 내가 그대만의 빛이 될게요 내가 지켜줄 사람 나만 바라볼 사람 저 달을 보며 매일 기도해요 날 사랑하는 오직 한 사람 사랑해요 그대 한 사람 사랑해요 그대 한 사람 내가 미칠 듯이 사랑했던 단 한 사람 하늘에서 비가 내리고 달이 뜨면 그대 올까요 내 모든 걸 다 가져간 한 사람 들리나요 그대 내 목소리 들리나요 그대 숨결 그대 향기 다 모두 그대론데 왜 날 못 봐요 우리 사랑했던 처음부터 시작할래요 내가 그대 빛이 돼 주고 내가 그대 달이 돼 주면 그땐 그대 한번 볼 수 있을까요 내게 하나뿐인 그대 한 사람 ,15211,1522
SG 워너비,사랑해 (Feat. 유리상자 박승화),2009-04-22,다시 한번만 날 사랑해줘요 그댄 날 벌써 잊은건가요 다시 한번만 날 돌아봐줘요 전화도 한번 없는 그대가 나는 너무나도 야속해 술을 마셨어요 그대가 싫어하는 담배도 나는 그댈 위해 며칠째 끊고 있었는데 어젠 그대의 집앞에서 밤이 늦도록 기다렸는데 오오오 그댄 가로등 불빛아래 다른사람과 입맞춤을 해 버렸네요 다시 한번만 날 사랑해줘요 그댄 날 벌써 잊은건가요 다시 한번만 날 돌아봐줘요 나를 떠나가지 말아요 라이엘라 랄라랄라랄라 라이엘라 라이엘라 랄라랄라랄라 라이엘라 다시 한번만 날 사랑해줘요 나를 떠나가지 말아요 그때 들리던 노래소리 그대가 좋아하던 그 노래 오오오 나는 웃어도 눈물이 나 그 노래 그 가사가 얼마나 와닿던지 다시 한번만 날 사랑해줘요 그댄 날 벌써 잊은건가요 다시 한번만 날 돌아봐줘요 나를 떠나가지 말아요 그댈 죽도록 난 사랑하는데 이렇게 나를 떠날건가요 그댈 죽도록 난 기다리는데 다시 내게 돌아와줘요 라이엘라 랄라랄라랄라 라이엘라 라이엘라 랄라랄라랄라 라이엘라 라이엘라 랄라랄라랄라 라이엘라 라이엘라 랄라랄라랄라 라이엘라 미안해 잘해준게 하나 없어서 미안해 아픈 추억만 남겨줘서 사랑해  ,12611,1523
브라운 아이드 소울,My Everything,2003-09-17,이제 나 알게 됐죠 늘 부족했던 나를 감싸준 당신이죠 기다림에 지쳐있던 그대 내 손을 잡아봐요 힘겨웠던 우리 지난 날 모두 다 잊을 수 있죠 쓸쓸하게 혼자였던 그 길도 이젠 내가 함께 할게요 you are my everything always my everything 언제나 내 맘속에 my everything 영원히 그대 my everything you are my everything 언제나 내 맘속에 my everything 영원히 그대 이제 나 깨달았죠 늘 부족했던 내게 소중한 당신이죠 그리움에 늘 기대왔던 그대 내 품에 안겨봐요 오랜 시간 나를 지켜준 당신께 말할 수 있죠 그대 항상 나 고마워요 수많았던 그대 외로운 날들 이제는 함께 할게요 you are my everything always my everything 언제나 내 맘속에 my everything 영원히 그대 my everything you are my everything 언제나 내 맘속에 my everything 영원히 그대 뒤돌아보면 참 바보 같던 내 모습이죠 고개 들어 그대 나를 봐요 힘든가요 용서해요 이젠 손을 잡고 늘 영원토록 그대의 you are my everything always my everything 언제나 내 맘속에 my everything 영원히 그대 my everything you are my everything 언제나 내 맘속에 my everything 영원히 그대 영원히 그대 my everything you are my everything 언제나 내 맘속에 my everything 영원히 그대 my everything you are my everything 언제나 내 맘속에 my everything 영원히 그대 my everything ,35319,1524
BGH to,솜사탕 (Feat. 티아라 은정),2011-07-14,"초콜릿보다 달콤한 너 솜사탕보다 달콤한 너 첫 키스처럼 달콤한 너 세상 그 어떤 사람보다 많이 많이 사랑해줄게 영원히 변하지 말자 난 네가 좋은데 쇼핑가는 것보다 난 네가 좋은데 수다 떠는 것보다 친구들 나를 보고 다들 예뻐졌대 모두들 나를 보고 행복해 보인대 초콜릿보다 더 솜사탕보다 더 막대사탕보다 더 달콤한 사랑 하자 uh, 내 손을 잡아 지금 Baby forever 초콜릿보다 달콤한 너 솜사탕보다 달콤한 너 첫 키스처럼 달콤한 너 세상 그 어떤 사람보다 많이 많이 사랑해줄게 영원히 변하지 말자 오늘도 너의 전화가 울리고 설레이는 맘에 하룰 시작해 그대만 생각해도 될까요 너 땜에 너 땜에 난 행복해 행복하죠 난 네가 좋은데 잠을 자는 것보다 난 네가 좋은데 밥을 먹는 것보다 친구들 너를 보고 좋은 사람 같대 모두들 너를 보고 너무 지적이래 초콜릿보다 더 솜사탕보다 더 막대사탕보다 더 달콤한 사랑 하자 uh, 내 눈을 바라봐 지금 Baby my boy 초콜릿보다 달콤한 너 솜사탕보다 달콤한 너 첫 키스처럼 달콤한 너 세상 그 어떤 사람보다 많이 많이 사랑해줄게 영원히 변하지 말자 너를 사랑한 만큼 사랑한 만큼 더 많이 아껴주는 너라서 너무 행복해 이제서야 이렇게 만났잖아 지금처럼 우리 사랑하자 초콜릿보다 달콤한 너 솜사탕보다 달콤한 너 첫 키스처럼 달콤한 너 세상 그 어떤 사람보다 많이 많이 사랑해줄게 영원히 변하지 말자 ",15769,1525
KCM,은영이에게,2004-09-07,아시겠죠 마지막인걸 당신은 내곁에 없네요 늘 주기만 했던 여린 그댈 위해서 나 이렇게 편지를 쓰네요 그댈 만난 그 순간부터 나에게는 행운이였죠 화장을 안해도 쉽게 토라진데도 내 눈에는 예쁘기만 했죠  그댄 아직 모르고 있나봐요 영원히 그대곁에 나 있을거란걸 잊으라는 그런 말은 하지 말아줘요 울지 말고 날 봐요   사랑해요 처음부터 그댈 사랑했어요 운명이 날 허락해주질 않는다 해도 나 일생을 그댈 위해 다 드릴꺼예요 나는 그대 것이죠 이미 나는 없어요 영원히-  나와 함께했던 추억도 기억을 지워 드릴께요 다 잊을수 있게 내가 간직할께요 나보다 더 아파할테니까   떠나가도 이게 끝은 아니죠 언제나 내 가슴에 살아 있을테니 알잖아요 그대는 내 전부라는걸 내 안에 커다란 빛이 되줘요-  사랑해요 처음부터 그댈 사랑했어요 운명이 날 허락해주질 않는다 해도 나 일생을 그대 위해 다 드릴꺼예요 나는 그대것이죠 이미 나는 없어요 영원히-   처음부터 그댈 사랑했어요 운명이 날 허락해주지 않는다해도 다음 사랑 내 사랑은 오직 그대이죠 숨이 멎는다해도 나를 잊지 말아요 사랑해요-    ,8179,1526
WINNER,컬러링,2014-08-12,하늘은 파랗게 아름답기만 한데 내 모습은 왜 이렇게 초라해져만 가 왜 대답 없는 전화기만 붙잡고 흘러나오는 노랜 감미롭기만 한데 내 귀에는 왜 이렇게 아프게만 들려 왜 널 잃어버린 내 마음에 비명처럼 널 향한 내 그리움 너머로 들려오는 노래는 이런 날 비웃는 걸까 같은 자리만 벌써 몇 번째 나는 왜 이제서야  날 떠나버린 왜 이제서야 이렇게 이 노래의  슬픈 마지막을 듣고 있어 왜 이제서야  내 곁에 없는 왜 이제서야 이렇게 이 노래의  슬픈 노랫말에 울고 있어 날 닮은 컬러링 ring ring ring ring 날 닮은 컬러링 ring ring ring Ring ring 침대 옆에서 울리고 있을 전화 제발 좀 받아봐 나까지 울리지는 마 이번이 마지막 마지막 하면서 다시 또 걸어본다 우리 같이 걷던 추억 그 길 위를 다시 걸어본다 아직도 귀에 맴돌아 너의 웃음소리 새벽 전화기 넘어 속삭이던 사랑놀이 이젠 들을 수 도 없게 붙잡을 수 도 없게 날 막는 이 멜로디가 야속해도 다시 또 전화를 거네 널 향한 내 그리움 너머로 들려오는 노래가  나에 대한 답인 걸까 같은 자리만 벌써 몇 번 째 나는 왜 이제서야  날 떠나버린 왜 이제서야 이렇게 이 노래의  슬픈 마지막을 듣고 있어 왜 이제서야  내 곁에 없는 왜 이제서야 이렇게 이 노래의  슬픈 노랫말에 울고 있어 그때 네 손 잡았더라면 뒤돌아선 널 붙잡았다면 지금쯤 이 노래 대신 그리운 너의 목소릴 듣고 있겠지 내가 좀 더 잘했더라면 너에게 내가 좀 더 잘했더라면 지금쯤 이 슬픈 노래 대신 따뜻한 너의 목소릴 날 닮은 컬러링 노래가 끝나 갈 수록 내 맘은 무너지고 날 닮은 컬러링 노래가 반복 될 수록 눈물은 번져가고 날 닮은 컬러링 시간이 갈수록 네 목소린 기억나지 않아 날 닮은 컬러링 한마디라도 좋으니 PLEASE SAY GOOD BYE ,71677,1527
블랙펄,좋은걸 어떡해,2010-07-05,그대가 환히 웃으면 내 마음속에 꽃이 피는것 같아 그대가 숨쉬면 봄 바람이 불어 올 것만 같아 그대를 만나면 온통 이 세상이 다르게만 보여 이런 꿈을 꾸게 해줘서 고맙습니다 지난 사랑에 두려워 달아나기도 했고 자신없어 숨고도 싶었지만 끝없이 주는 마음에 감동한 사랑 사랑이라는 그 이유로 더 많은 행복 서로 줄 수 있다는 걸 그대를 보면서 사랑 받으면서 처음으로 느꼈죠 세상에 유희보다 그대 사랑 더 가치 있다는 걸 평생 잊지 않도록 사랑해줘요 라라라라라라라라 라라라라라라라라라라라 라라라 라라라라 라라라라 서로 원하지 않아도 속상한 일도 있고 서운하게 만드는 일 있어도 지금 꼭 잡은 두 손만 놓지 말아요 사랑이라는 그 이유로 더 많은 행복 서로 줄 수 있다는 걸 그대를 보면서 사랑 받으면서 처음으로 느꼈죠 세상에 유희보다 그대 사랑 더 가치 있다는 걸 평생 잊지 않도록 사랑해줘요 그대를 사랑해요 더 많은 아픔이 우리 앞을 막아도 서로 지켜주고 서로 믿어주며 평생 함께 해줘요 세상에 무엇보다 그대 사랑 더 가치 있다는 걸 평생 잊지 않도록 사랑해줘요 라라라라라라라라 라라라라라라라라라라라 라라라 라라라라 라라라라  ,7941,1528
싸이 (PSY),아름다운 이별 2 (Feat. 이재훈),2006-07-24,멀어져 가네 잡고 싶지만 못 잡는 처지라네 구걸따윈 안해 안돼 지금 저기로 저기 멀리로 사라져서 다신 안올지도 내가 두 무릎을 땅에 대면 될 까 올때까지 여기서 밤 샐 까 왜 가 슬프다고 징징거리면 깰 까 멍하니 보내고 나니 믿기지가 않아 지금 이 바보가 나니 찢어지는 맘이 마비 되고 몰래먹는 눈물은 밥이 되어 그대여 그대 내게 어제 내일이면 떠날거라 티냈냐고 언제 이렇게 보낼꺼면 더 잘했을건데 (더 잘했을건데) 눈물이 흘러 이별인걸 알았어 힘없이 돌아서던 너의 뒷모습을 바라보며 나만큼 너도 슬프다는 걸 알아 하지만 견뎌야해 추억이 아름답도록 밤하늘에 달도 별도 나에게는 별로 빛을 주질 않아 잘 보이지도 않아 얼마나 있다가 그대와 나 볼라나 이따가 다시 만날 수 있을려나 보다 말도 안돼 내가 미쳤나보다 이와중에 배가 고프니 미쳤나보다 이별하고 나도 그래도 배고프다고 밥먹는걸 보니 나도 사람인가보다 아직까지 티비만큼처럼 그대 얼굴 눈앞에 아른거리지 기지개 한번 쫙 피고 아주 쉽게 너 없이 살고 싶어 허나 밉게 그대 나의 삶이었기에 그댄 나의 꿈이었기에 그댄 나의 천국이었기에 눈물이 흘러 이별인걸 알았어 힘없이 돌아서던 너의 뒷모습을 바라보며 나만큼 너도 슬프다는 걸 알아 하지만 견뎌야해 추억이 아름답도록 한순간에 시들어 버리는 꽃잎처럼 식어가네 시들어가네 한순간에 시들어 말라서 부서지고 바람에 날리네 하늘로 오오오 자유로운 기분 홀가분한 기분 오래된 혹을 잘라낸듯한 기분 하지만 혹은 오래돼 내 몸이었고 혹을 잘라내자 균형감을 잃었어 넘어지고 부서지고 넘어지고 부서지고 넘어지고 부서지고 넘어지고 부서지고 나는 평생 걸을수도 설 수도 없게 되었어 ,12502,1529
조이 (JOY),그럴때마다 (Be There For You),2021-05-31,반복된 하루 사는 일에 지칠 때면 내게 말해요 항상 그대의 지쳐있는 마음에 조그만 위로 돼줄게요 요즘 유행하는 영화 보고플 땐 내게 말해요 내겐 그대의 작은 부탁조차도 조그만 행복이죠 아무런 약속도 없는 일요일 오후 늦게 잠에서 깨 이유 없이 괜히 서글퍼질 땐 그대 곁엔 세상 누구보다 그댈 이해하는 내 자신보다 그댈 먼저 생각하는 사람이 있죠 오랫동안 항상 지켜왔죠 그대 빈자리 이젠 들어와 편히 쉬어요 혼자서 밥 먹기 싫을 땐 다른 사람 찾지 말아요 내겐 그대의 짜증 섞인 투정도 조그만 기쁨이죠 아무런 약속도 없는 일요일 오후 누군가 만나서 하루 종일 거릴 걷고 싶을 땐 그대 곁엔 세상 누구보다 그댈 이해하는 내 자신보다 그댈 먼저 생각하는 사람이 있죠 오랫동안 항상 지켜왔죠 그대 빈자리 이젠 들어와 편히 쉬어요 Lalalala lalalala lalalala lalalala Lalalala lalalala lalalala lalalala Lalalala lalalala lalalala lalalala ,20828,1530
알렉스,화분 (알렉스 Ver.) (우리결혼했어요 삽입곡),2008-05-06,멀리서 멀리서 멀리서 그대가 오네요 이 떨리는 마음을 어떻게 말해야 하나요 그댄 처음부터 나의 마음을 빼앗고 나을 수 없는 병을 내게 주었죠 화분이 될래요 나는 늘 기도하죠 난 그대 작은 창가에 화분이 될게요 아무 말 못해도 바랄 수 없어도 가끔 그대의 미소와 손길을 받으며 잠든 그대 얼굴 한 없이 볼 수 있겠죠 멀리도 멀리도 멀리도 그대가 가네요 떨어지는 눈물을 어떻게 달래야 하나요 그댄 처음부터 나의 마음을 가졌고 나을 수 없는 병을 앓게 한거죠 화분이 되고픈 나는 늘 기도하죠 난 그대 작은 창가에 화분이 될게요 아무 말 못해도 바랄 수 없어도 가끔 그대의 미소와 손길을 받으며 잠든 그대 얼굴 한 없이 볼 수 있겠죠 난 그대 작은 창가에 화분이 될게요 아무 말 못해도 바랄 수 없어도 가끔 그대의 미소와 손길을 받으며 잠든 그대 얼굴 한 없이 볼 수 있겠죠 난 그대 작은 창가에 화분이 될게요 아무 말 못해도 바랄 수 없어도 가끔 그대의 미소와 손길을 받으며 잠든 그대 얼굴 한 없이 볼 수 있겠죠  ,20305,1531
